species,sex,beak_length,beak_depth,tarsus_length,wing_length,tail_length
Eurillas latirostris,U,,,,74.0,
Eurillas latirostris,F,,,,77.0,71.0
Eurillas latirostris,F,,,,78.0,74.0
Eurillas latirostris,U,,,,79.0,73.0
Eurillas latirostris,M,,,,76.0,74.0
Eurillas latirostris,F,,,,71.0,66.0
Eurillas latirostris,F,,,,78.0,72.0
Eurillas latirostris,U,,,,77.0,72.0
Eurillas latirostris,U,,,,79.0,77.0
Eurillas latirostris,F,,,,77.0,73.0
Eurillas latirostris,U,,,,77.0,72.0
Eurillas latirostris,U,,,,78.0,74.0
Eurillas latirostris,U,,,,80.0,71.0
Eurillas latirostris,U,,,,84.0,81.0
Eurillas latirostris,F,,,,71.0,64.0
Eurillas latirostris,U,,,,79.0,76.0
Eurillas latirostris,M,,,,83.0,79.0
Eurillas latirostris,F,,,,80.0,76.0
Eurillas latirostris,M,,,,81.0,77.0
Eurillas latirostris,F,,,,73.0,71.0
Eurillas latirostris,M,,,,87.0,80.0
Eurillas latirostris,F,,,,72.0,62.0
Eurillas latirostris,U,,,,79.0,72.0
Eurillas latirostris,U,,,,77.0,75.0
Eurillas latirostris,F,,,,76.0,66.0
Eurillas latirostris,F,,,,76.0,68.0
Eurillas latirostris,U,,,,73.0,71.0
Eurillas latirostris,U,,,,69.0,65.0
Eurillas latirostris,F,,,,66.0,65.0
Eurillas latirostris,F,,,,75.0,71.0
Eurillas latirostris,F,,,,77.0,73.0
Eurillas latirostris,U,,,,84.0,
Eurillas latirostris,U,,,,80.0,76.0
Eurillas latirostris,M,,,,88.0,84.0
Eurillas latirostris,F,,,,,72.0
Eurillas latirostris,M,,,,83.0,77.0
Eurillas latirostris,M,,,,85.0,
Eurillas latirostris,F,,,,79.0,72.0
Eurillas latirostris,M,,,,83.0,79.0
Eurillas latirostris,U,,,,72.0,74.0
Eurillas latirostris,F,,,,78.0,72.0
Eurillas latirostris,F,,,,78.0,72.0
Eurillas latirostris,U,,,,78.0,71.0
Eurillas latirostris,U,,,,80.0,76.0
Eurillas latirostris,U,,,,79.0,72.0
Eurillas latirostris,U,,,,85.0,
Eurillas latirostris,U,,,,76.0,72.0
Eurillas latirostris,U,,,,83.0,79.0
Eurillas latirostris,U,,,,82.0,76.0
Eurillas latirostris,F,,,,80.0,78.0
Eurillas latirostris,F,,,,76.0,74.0
Eurillas latirostris,F,,,,79.0,72.0
Eurillas latirostris,U,,,,80.0,72.0
Eurillas latirostris,F,,,,80.0,78.0
Eurillas latirostris,U,,,,83.0,72.0
Eurillas latirostris,U,,,,74.0,80.0
Eurillas latirostris,M,,,,75.0,71.0
Eurillas latirostris,F,,,,76.0,70.0
Eurillas latirostris,U,,,,82.0,
Eurillas latirostris,U,,,,78.0,67.0
Eurillas latirostris,F,,,,80.0,73.0
Eurillas latirostris,M,,,,81.0,73.0
Eurillas latirostris,U,,,,82.0,77.0
Eurillas latirostris,F,,,19.1,70.0,67.0
Eurillas latirostris,U,11.1,4.0,,74.0,70.0
Eurillas latirostris,U,16.0,4.5,20.8,77.0,74.0
Eurillas latirostris,U,14.5,4.5,21.2,74.0,68.0
Eurillas latirostris,U,15.3,4.5,21.0,72.0,69.0
Eurillas latirostris,U,16.4,4.6,20.3,75.0,70.0
Eurillas latirostris,U,14.7,4.7,18.0,76.0,
Eurillas latirostris,U,18.1,5.0,18.2,74.0,73.0
Eurillas latirostris,U,16.1,4.5,18.5,71.0,68.0
Eurillas latirostris,U,13.3,4.3,18.6,72.0,68.0
Eurillas latirostris,U,13.0,4.9,19.1,80.0,
Eurillas latirostris,U,14.3,4.4,19.7,71.0,67.0
Eurillas latirostris,U,13.6,4.3,18.6,72.0,
Eurillas latirostris,U,12.9,4.0,21.2,80.0,75.0
Eurillas latirostris,U,12.7,4.2,21.2,76.0,74.0
Eurillas latirostris,U,14.5,4.6,17.4,79.0,79.0
Eurillas latirostris,U,12.6,4.4,18.7,77.0,85.0
Eurillas latirostris,U,15.5,4.7,19.8,73.0,57.0
Eurillas latirostris,U,15.0,4.6,19.5,78.0,70.0
Eurillas latirostris,U,15.9,4.7,19.2,76.0,73.0
Eurillas latirostris,U,15.6,3.3,20.7,,
Eurillas latirostris,U,13.8,4.1,21.4,73.0,68.0
Eurillas latirostris,U,14.2,4.5,21.5,75.0,71.0
Eurillas latirostris,U,14.7,4.5,22.1,71.0,71.0
Hylopezus perspicillatus,M,,5.1,36.0,78.8,30.7
Hylopezus perspicillatus,U,,5.2,33.8,74.6,29.9
Hylopezus perspicillatus,U,,5.4,33.6,78.7,31.6
Hylopezus perspicillatus,M,,5.8,32.5,79.8,32.4
Hylopezus perspicillatus,F,,5.9,34.6,77.3,30.3
Hylopezus perspicillatus,M,,5.1,33.2,80.9,33.7
Hylopezus perspicillatus,M,,5.8,35.9,78.2,33.2
Hylopezus perspicillatus,M,,6.6,36.3,83.6,31.2
Hylopezus perspicillatus,M,,5.7,35.4,81.9,31.9
Hylopezus perspicillatus,F,,6.2,34.3,79.7,32.7
Hylopezus perspicillatus,M,,,35.1,79.1,30.5
Hylopezus perspicillatus,F,,5.7,36.6,82.8,35.4
Hylopezus perspicillatus,F,,5.6,34.5,79.9,32.2
Hylopezus perspicillatus,M,,5.6,35.1,80.4,34.3
Hylopezus perspicillatus,M,,5.4,36.7,76.2,31.8
Hylopezus perspicillatus,M,,5.4,35.8,78.4,30.0
Hylopezus perspicillatus,F,,5.6,33.2,73.6,30.0
Hylopezus perspicillatus,F,,6.1,37.6,74.1,30.9
Hylopezus perspicillatus,M,,5.7,34.3,73.4,29.4
Hylopezus perspicillatus,F,,5.5,34.8,77.0,29.5
Hylopezus perspicillatus,F,,5.9,33.2,80.5,33.3
Hylopezus perspicillatus,M,,6.2,34.5,80.8,31.4
Hylopezus perspicillatus,M,,6.3,35.0,78.4,33.3
Hylopezus perspicillatus,M,,6.2,33.8,79.3,33.3
Hylopezus perspicillatus,M,,,36.7,80.4,32.9
Hylopezus perspicillatus,F,,5.6,33.4,79.3,33.1
Hylopezus perspicillatus,M,,5.7,32.6,78.7,31.5
Hylopezus perspicillatus,F,,5.4,36.2,79.3,32.1
Hylopezus perspicillatus,F,,5.6,33.8,77.0,32.4
Hylopezus perspicillatus,U,,5.6,34.3,78.7,31.7
Hylopezus perspicillatus,M,,5.8,34.0,78.1,30.7
Hylopezus perspicillatus,M,,5.7,34.4,81.7,30.9
Hylopezus perspicillatus,M,,6.1,32.0,82.0,31.1
Hylopezus perspicillatus,F,,5.7,34.8,73.6,27.0
Hylopezus perspicillatus,F,,5.4,34.9,79.1,32.4
Hylopezus perspicillatus,M,,6.0,34.3,80.6,33.6
Hylopezus perspicillatus,F,,5.9,35.6,80.7,
Hylopezus perspicillatus,F,,,33.5,75.7,30.8
Hylopezus perspicillatus,M,,5.5,33.0,77.5,32.9
Hylopezus perspicillatus,F,,6.2,33.6,78.4,29.8
Hylopezus perspicillatus,M,,6.3,34.9,77.4,30.5
Hylopezus perspicillatus,F,,6.0,33.4,77.2,31.3
Hylopezus perspicillatus,F,,6.3,33.0,75.6,32.8
Hylopezus perspicillatus,M,,6.0,33.6,77.7,33.1
Hylopezus perspicillatus,F,,,32.9,76.2,31.5
Hylopezus perspicillatus,M,,6.0,35.8,79.9,35.1
Hylopezus perspicillatus,U,,5.7,34.8,78.2,35.7
Hylopezus perspicillatus,M,,6.2,35.4,84.3,33.2
Hylopezus perspicillatus,M,,5.9,33.8,84.6,32.6
Hylopezus perspicillatus,U,,6.8,38.6,84.0,35.8
Hylopezus perspicillatus,M,,6.1,34.7,80.5,31.2
Hylopezus perspicillatus,U,,5.9,35.9,77.4,29.9
Hylopezus perspicillatus,M,,5.8,34.0,76.6,30.4
Hylopezus perspicillatus,F,,5.6,34.8,75.4,30.8
Hylopezus perspicillatus,F,,6.5,34.3,81.6,35.1
Hylopezus perspicillatus,M,,5.8,34.4,80.1,30.9
Hylopezus perspicillatus,M,,6.4,,79.0,33.7
Hylopezus perspicillatus,F,,5.2,35.3,76.7,31.8
Hylopezus perspicillatus,M,,6.0,35.7,81.9,36.0
Hylopezus perspicillatus,F,,6.4,35.3,79.7,32.3
Hylopezus perspicillatus,M,,,33.7,78.9,35.2
Hylopezus perspicillatus,M,,6.0,36.4,81.0,33.5
Hylopezus perspicillatus,M,,6.1,36.3,77.7,31.2
Hylopezus perspicillatus,F,,5.6,33.6,80.4,32.5
Hylopezus perspicillatus,M,,5.7,35.0,77.1,29.2
Hylopezus perspicillatus,M,,6.0,34.5,77.7,31.5
Hylopezus perspicillatus,F,,6.0,36.7,81.1,33.1
Hylopezus perspicillatus,M,,5.8,32.3,77.1,33.4
Hylopezus perspicillatus,F,,5.3,35.6,79.7,31.6
Hylopezus perspicillatus,M,,5.9,34.6,81.2,34.8
Hylopezus perspicillatus,M,,,34.5,77.6,30.5
Hylopezus perspicillatus,M,,,33.9,80.4,32.6
Hylopezus perspicillatus,M,,6.4,33.7,78.1,32.2
Hylopezus perspicillatus,M,,6.2,36.4,82.2,33.1
Hylopezus perspicillatus,F,,6.3,35.8,77.6,30.0
Hylopezus perspicillatus,F,,6.2,36.1,80.6,31.1
Hylopezus perspicillatus,F,,5.9,31.6,76.6,27.7
Hylopezus perspicillatus,F,,5.3,32.3,76.1,33.0
Hylopezus perspicillatus,M,,5.8,33.5,78.2,32.2
Hylopezus perspicillatus,M,,,37.0,79.8,29.8
Hylopezus perspicillatus,F,,,33.7,73.7,29.1
Hylopezus perspicillatus,M,,6.2,35.6,77.6,31.0
Hylopezus perspicillatus,F,,6.0,35.0,75.7,32.3
Hylopezus perspicillatus,F,,5.9,33.1,77.8,33.4
Hylopezus perspicillatus,M,,5.8,37.2,81.4,32.3
Hylopezus perspicillatus,M,,6.1,33.5,82.4,36.6
Hylopezus perspicillatus,M,,6.4,34.5,80.7,33.3
Hylopezus perspicillatus,M,,6.2,34.8,81.4,31.6
Hylopezus perspicillatus,F,,6.0,34.7,82.1,30.7
Hylopezus perspicillatus,M,,6.1,36.3,81.1,33.4
Hylopezus perspicillatus,M,,5.6,35.2,78.1,34.3
Hylopezus perspicillatus,F,,5.9,34.9,80.2,32.2
Hylopezus perspicillatus,M,,,36.8,85.8,35.9
Hylopezus perspicillatus,M,,6.7,35.1,84.0,35.8
Hylopezus perspicillatus,M,,6.3,33.5,83.3,34.2
Hylopezus perspicillatus,F,,6.0,36.2,87.8,33.2
Hylopezus perspicillatus,F,,6.3,36.9,82.6,32.7
Hylopezus perspicillatus,F,,6.4,38.8,84.9,32.7
Hylopezus perspicillatus,M,,6.4,36.3,83.3,33.1
Hylopezus perspicillatus,M,,6.5,36.6,84.6,34.6
Hylopezus perspicillatus,F,,6.2,38.1,83.3,35.4
Hylopezus perspicillatus,M,,6.1,34.4,81.6,32.9
Hylopezus perspicillatus,M,,6.4,37.6,82.4,33.5
Hylopezus perspicillatus,M,,6.2,36.4,80.5,34.0
Hylopezus perspicillatus,M,,6.3,34.4,81.8,31.2
Hylopezus perspicillatus,F,,5.9,37.4,82.1,33.8
Hylopezus perspicillatus,M,,5.9,36.5,82.3,35.8
Hylopezus perspicillatus,F,,,33.8,81.9,33.3
Hylopezus perspicillatus,M,,6.2,36.7,84.5,38.3
Hylopezus perspicillatus,F,,,33.9,80.2,30.8
Hylopezus perspicillatus,F,,5.9,33.7,80.9,36.5
Hylopezus perspicillatus,M,,5.7,35.6,79.2,35.0
Hylopezus perspicillatus,F,,5.9,36.6,82.8,35.3
Hylopezus perspicillatus,M,,6.1,36.4,81.3,32.5
Hylopezus perspicillatus,M,,5.7,37.3,79.9,
Hylopezus perspicillatus,M,,6.0,36.3,78.7,32.7
Hylopezus perspicillatus,F,,6.5,36.5,82.6,35.7
Hylopezus perspicillatus,M,,5.9,33.1,81.0,33.8
Hylopezus perspicillatus,M,,5.9,36.2,85.9,35.8
Hylopezus perspicillatus,M,,5.8,34.1,83.7,34.7
Hylopezus perspicillatus,M,,6.1,32.9,77.5,29.9
Hylopezus perspicillatus,M,,5.9,34.7,78.1,30.2
Hylopezus perspicillatus,M,,5.8,33.5,79.9,31.0
Hylopezus perspicillatus,M,,5.7,34.6,82.4,29.9
Hylopezus perspicillatus,F,,5.5,35.0,75.6,27.6
Hylopezus perspicillatus,F,,,31.8,76.9,31.0
Hylopezus perspicillatus,M,,5.6,32.0,78.0,32.2
Hylopezus perspicillatus,M,,5.7,34.1,81.7,32.4
Hylopezus perspicillatus,F,,5.4,34.5,78.9,30.3
Hylopezus perspicillatus,M,,5.7,32.4,78.4,32.1
Hylopezus perspicillatus,M,,5.8,31.6,75.5,30.6
Hylopezus perspicillatus,F,,5.6,33.9,74.9,29.8
Hylopezus perspicillatus,F,,6.1,34.6,78.9,31.9
Hylopezus perspicillatus,M,,,34.0,74.2,29.5
Hylopezus perspicillatus,M,,5.7,35.1,77.0,31.2
Hylopezus perspicillatus,F,,6.3,32.7,79.4,34.5
Hylopezus perspicillatus,F,,5.4,35.6,81.5,34.6
Hylopezus perspicillatus,M,,5.4,34.5,79.2,37.0
Hylopezus perspicillatus,F,,5.7,36.3,82.1,33.4
Hylopezus perspicillatus,F,,5.7,34.8,79.7,33.4
Hylopezus perspicillatus,U,,5.7,34.4,81.1,33.2
Hylopezus perspicillatus,F,,5.8,37.9,78.5,32.0
Hylopezus perspicillatus,M,,5.4,35.3,78.8,32.4
Hylopezus perspicillatus,M,,,34.7,80.7,33.7
Hylopezus perspicillatus,M,,5.5,37.4,79.1,32.7
Hylopezus perspicillatus,F,,6.6,32.2,77.8,31.5
Hylopezus perspicillatus,F,,5.4,34.3,75.3,30.5
Hylopezus perspicillatus,M,,5.8,35.1,78.3,31.8
Hylopezus perspicillatus,M,,6.2,32.9,80.9,35.9
Hylopezus perspicillatus,F,,6.1,33.9,81.8,33.8
Hylopezus perspicillatus,F,,5.6,34.5,82.2,32.7
Hylopezus perspicillatus,M,,6.2,34.4,78.1,31.5
Hylopezus perspicillatus,M,,,33.6,79.8,32.1
Hylopezus perspicillatus,F,,5.4,35.7,77.1,30.9
Hylopezus perspicillatus,M,,5.9,32.6,78.3,30.1
Hylopezus perspicillatus,U,,5.7,34.5,76.8,32.0
Hylopezus perspicillatus,M,,5.1,34.4,72.5,30.6
Hylopezus perspicillatus,M,,,,71.7,23.6
Hylopezus perspicillatus,M,,5.9,35.6,76.1,30.4
Hylopezus perspicillatus,M,,5.7,33.3,78.7,30.2
Hylopezus perspicillatus,F,,5.9,33.4,74.4,29.3
Hylopezus perspicillatus,F,,5.7,34.4,76.5,31.7
Hylopezus perspicillatus,F,,5.8,37.7,76.5,32.1
Hylopezus perspicillatus,F,,5.9,35.4,78.4,34.5
Hylopezus perspicillatus,F,,,36.3,80.4,31.3
Hylopezus perspicillatus,F,,5.9,33.7,76.1,29.4
Hylopezus perspicillatus,F,,5.6,33.3,76.8,30.8
Hylopezus perspicillatus,M,,6.1,33.1,82.4,33.6
Hylopezus perspicillatus,M,,5.9,33.2,77.1,29.7
Hylopezus perspicillatus,F,20.4,6.0,36.8,79.0,26.0
Hylopezus perspicillatus,M,20.0,5.4,34.1,83.0,24.0
Hylopezus perspicillatus,M,20.1,5.8,37.5,77.0,29.0
Hylopezus perspicillatus,U,19.4,5.6,31.4,78.0,28.0
Hylopezus perspicillatus,U,19.3,6.1,,84.0,
Hylopezus perspicillatus,U,18.3,5.9,37.1,84.0,34.0
Hylopezus perspicillatus,U,20.0,6.1,35.7,80.0,33.0
Hylopezus perspicillatus,U,18.7,6.1,38.2,85.0,33.0
Hylopezus perspicillatus,U,19.6,6.0,37.1,83.0,30.0
Hylopezus perspicillatus,U,18.7,5.4,35.2,80.0,30.0
Hylopezus perspicillatus,M,,6.4,34.3,83.8,33.2
Malurus melanocephalus,M,12.5,3.0,21.5,48.0,54.0
Malurus melanocephalus,F,12.8,3.2,18.7,44.0,63.0
Malurus melanocephalus,M,12.0,2.6,18.8,43.0,49.0
Malurus melanocephalus,M,14.3,2.4,20.1,43.0,50.0
Malurus melanocephalus,F,12.9,2.5,19.0,42.0,64.0
Malurus melanocephalus,F,11.5,2.5,19.1,41.0,56.0
Malurus melanocephalus,M,,3.0,21.4,41.8,48.5
Malurus melanocephalus,M,,2.8,,41.0,53.0
Malurus melanocephalus,M,,3.0,21.7,40.5,46.4
Malurus melanocephalus,M,,3.0,21.4,40.6,49.5
Malurus melanocephalus,M,,2.7,21.2,41.6,57.6
Malurus melanocephalus,M,,2.9,21.1,40.9,54.4
Malurus melanocephalus,M,,3.0,21.4,40.9,53.6
Malurus melanocephalus,M,,3.1,20.7,40.2,52.1
Malurus melanocephalus,M,,3.0,21.6,41.1,49.0
Malurus melanocephalus,M,,3.0,21.7,38.9,52.8
Malurus melanocephalus,M,,3.2,24.8,40.9,36.1
Malurus melanocephalus,M,,2.9,21.8,40.1,46.2
Malurus melanocephalus,M,,3.1,22.2,43.0,62.2
Malurus melanocephalus,M,,2.9,20.7,42.1,64.3
Malurus melanocephalus,M,,3.0,21.4,39.0,58.6
Malurus melanocephalus,M,,3.2,21.6,42.3,49.7
Malurus melanocephalus,M,,3.1,22.2,42.2,69.0
Malurus melanocephalus,M,,2.9,21.4,42.5,59.1
Malurus melanocephalus,M,,3.1,21.8,41.5,63.4
Malurus melanocephalus,M,,2.9,21.9,41.0,59.5
Malurus melanocephalus,M,,3.0,22.8,42.7,58.0
Malurus melanocephalus,M,,3.1,21.8,43.1,62.9
Malurus melanocephalus,M,,3.1,21.1,41.4,52.6
Malurus melanocephalus,M,,3.2,21.9,40.4,44.7
Malurus melanocephalus,M,,3.0,21.3,40.9,60.7
Malurus melanocephalus,M,,3.0,22.1,39.9,49.4
Malurus melanocephalus,M,,2.8,22.4,40.8,48.5
Malurus melanocephalus,M,,3.2,21.9,41.0,61.8
Malurus melanocephalus,M,,3.0,21.6,41.5,48.2
Malurus melanocephalus,M,,3.0,22.1,42.4,48.4
Malurus melanocephalus,M,,3.1,20.6,42.4,53.6
Malurus melanocephalus,M,,2.8,22.0,42.5,50.4
Malurus melanocephalus,M,,3.0,21.1,40.5,47.5
Malurus melanocephalus,M,,2.8,20.2,40.3,63.3
Malurus melanocephalus,M,,3.1,22.6,41.3,57.5
Malurus melanocephalus,M,,2.9,21.4,40.6,53.0
Malurus melanocephalus,M,,2.7,21.4,42.5,48.4
Malurus melanocephalus,M,,3.1,22.1,41.7,56.3
Malurus melanocephalus,M,,2.9,20.6,42.0,52.1
Malurus melanocephalus,M,,2.8,21.7,41.9,50.4
Malurus melanocephalus,M,,3.0,20.2,39.6,62.2
Malurus melanocephalus,M,,2.7,21.4,40.3,51.4
Malurus melanocephalus,M,,3.1,21.0,42.1,67.0
Malurus melanocephalus,M,,3.1,20.9,42.6,51.8
Malurus melanocephalus,M,,2.8,21.8,40.6,51.3
Malurus melanocephalus,M,,3.1,22.3,40.3,47.3
Malurus melanocephalus,M,,3.0,21.2,39.7,47.3
Malurus melanocephalus,M,,2.9,22.7,41.5,65.2
Malurus melanocephalus,M,,3.0,22.2,42.3,50.4
Malurus melanocephalus,M,,3.2,21.3,41.2,61.8
Malurus melanocephalus,M,,2.9,21.3,43.7,53.0
Malurus melanocephalus,M,,2.9,21.8,40.1,59.0
Malurus melanocephalus,M,,3.1,22.3,40.7,62.4
Malurus melanocephalus,M,,2.7,21.9,39.4,51.5
Malurus melanocephalus,M,,2.8,22.2,41.5,55.3
Malurus melanocephalus,M,,3.0,21.7,40.2,48.2
Malurus melanocephalus,M,,3.1,19.9,37.0,48.8
Malurus melanocephalus,M,,2.9,21.6,40.3,58.9
Malurus melanocephalus,M,,2.8,22.1,39.2,56.6
Malurus melanocephalus,M,,3.1,21.6,42.2,48.5
Malurus melanocephalus,M,,3.1,22.7,42.8,54.5
Malurus melanocephalus,M,,2.9,22.1,42.6,49.1
Malurus melanocephalus,M,,3.0,22.2,42.4,60.6
Malurus melanocephalus,M,,3.1,21.7,41.6,46.8
Malurus melanocephalus,M,,2.9,21.1,41.9,56.8
Malurus melanocephalus,M,,3.2,21.4,43.7,54.1
Malurus melanocephalus,M,,3.1,21.4,41.3,54.3
Malurus melanocephalus,M,,2.9,21.1,41.3,49.1
Malurus melanocephalus,M,,2.8,21.7,42.1,49.5
Malurus melanocephalus,M,,3.1,22.0,41.1,50.2
Malurus melanocephalus,M,,3.1,21.9,42.1,50.7
Malurus melanocephalus,M,,3.1,20.7,41.3,57.5
Malurus melanocephalus,M,,3.1,20.4,42.3,59.8
Malurus melanocephalus,M,,3.0,21.8,41.9,52.0
Malurus melanocephalus,M,,3.0,21.3,42.5,55.7
Malurus melanocephalus,M,,3.1,21.4,41.4,60.3
Malurus melanocephalus,M,,3.0,21.0,41.4,49.1
Malurus melanocephalus,M,,3.1,22.5,41.3,51.0
Malurus melanocephalus,M,,3.0,22.8,42.4,48.8
Malurus melanocephalus,M,,3.0,21.6,41.4,53.1
Malurus melanocephalus,M,,3.1,22.5,42.3,51.2
Malurus melanocephalus,M,,3.0,21.3,43.0,50.8
Malurus melanocephalus,M,,3.1,22.8,41.9,49.4
Malurus melanocephalus,M,,3.0,21.9,40.9,45.8
Malurus melanocephalus,M,,3.2,21.6,42.9,55.5
Malurus melanocephalus,M,,2.9,21.6,42.9,59.6
Malurus melanocephalus,M,,3.0,21.2,42.4,55.7
Malurus melanocephalus,M,,3.0,22.2,41.3,49.8
Malurus melanocephalus,M,,2.9,21.4,41.6,49.6
Malurus melanocephalus,M,,2.8,20.7,42.0,61.3
Malurus melanocephalus,M,,3.0,21.1,43.8,58.5
Malurus melanocephalus,M,,3.1,21.5,41.9,53.1
Malurus melanocephalus,M,,2.9,21.3,41.2,52.4
Malurus melanocephalus,M,,3.0,21.2,41.3,47.4
Malurus melanocephalus,M,,3.0,21.6,44.6,61.6
Malurus melanocephalus,M,,3.0,22.3,41.6,49.3
Malurus melanocephalus,M,,3.2,22.5,43.0,58.8
Malurus melanocephalus,M,,3.0,21.4,42.1,50.2
Malurus melanocephalus,M,,2.8,22.9,41.0,51.5
Malurus melanocephalus,M,,3.1,22.0,43.1,50.8
Malurus melanocephalus,M,,3.0,21.8,40.1,47.7
Malurus melanocephalus,M,,2.9,22.1,41.0,50.2
Malurus melanocephalus,M,,3.0,22.3,42.1,50.5
Malurus melanocephalus,M,,3.2,22.4,41.4,53.4
Malurus melanocephalus,M,,2.9,22.1,41.0,58.1
Malurus melanocephalus,M,,2.8,21.6,40.7,47.4
Malurus melanocephalus,M,,3.0,21.7,41.1,56.6
Malurus melanocephalus,M,,3.0,21.7,41.5,48.2
Malurus melanocephalus,M,,3.1,21.0,40.9,49.0
Malurus melanocephalus,M,,3.1,21.7,41.4,50.4
Malurus melanocephalus,M,,2.7,21.1,42.4,53.7
Malurus melanocephalus,M,,3.2,22.1,41.8,53.0
Malurus melanocephalus,M,,2.8,22.0,40.4,50.1
Malurus melanocephalus,M,,2.9,20.3,43.2,49.5
Malurus melanocephalus,M,,2.9,21.2,40.0,52.9
Malurus melanocephalus,M,,3.0,22.7,41.0,60.7
Malurus melanocephalus,M,,3.0,21.6,39.2,46.3
Malurus melanocephalus,M,,3.1,21.4,42.4,52.9
Malurus melanocephalus,M,,3.1,22.3,40.4,56.5
Malurus melanocephalus,M,,3.0,21.5,40.7,50.4
Malurus melanocephalus,M,,2.9,20.9,41.3,47.6
Malurus melanocephalus,M,,3.0,21.9,41.6,58.5
Malurus melanocephalus,M,,2.9,21.7,43.0,51.2
Malurus melanocephalus,M,,2.9,20.8,39.3,57.6
Malurus melanocephalus,M,,3.0,21.4,42.0,49.1
Malurus melanocephalus,M,,3.0,21.7,39.6,49.8
Malurus melanocephalus,M,,3.0,21.8,39.8,51.5
Malurus melanocephalus,M,,3.0,21.9,41.4,48.4
Malurus melanocephalus,M,,2.9,22.4,41.6,45.5
Malurus melanocephalus,M,,2.7,21.6,41.6,49.3
Malurus melanocephalus,M,,3.1,21.7,41.8,56.1
Malurus melanocephalus,M,,3.0,20.9,43.1,50.3
Malurus melanocephalus,M,,2.9,21.1,42.6,49.6
Malurus melanocephalus,M,,2.7,22.2,41.8,49.3
Malurus melanocephalus,M,,3.0,21.3,40.3,44.6
Malurus melanocephalus,M,,3.0,22.0,39.7,47.8
Malurus melanocephalus,M,,3.1,22.5,42.9,48.7
Malurus melanocephalus,M,,3.0,22.2,40.0,56.6
Malurus melanocephalus,M,,3.2,21.4,42.9,71.4
Malurus melanocephalus,M,,3.0,22.3,40.8,55.0
Malurus melanocephalus,M,,3.0,22.7,38.9,49.3
Malurus melanocephalus,M,,2.8,22.3,40.8,49.4
Malurus melanocephalus,M,,3.0,23.0,42.5,49.6
Malurus melanocephalus,M,,3.1,22.2,39.7,46.7
Malurus melanocephalus,M,,2.9,21.4,40.2,58.7
Malurus melanocephalus,M,,3.1,21.7,40.8,53.8
Malurus melanocephalus,M,,3.0,21.3,41.3,51.8
Malurus melanocephalus,M,,3.2,22.5,42.0,48.9
Malurus melanocephalus,M,,3.1,20.8,42.0,54.8
Malurus melanocephalus,M,,2.9,22.8,40.3,57.6
Malurus melanocephalus,M,,3.2,22.7,42.1,48.6
Malurus melanocephalus,M,,2.9,22.5,41.3,59.1
Malurus melanocephalus,M,,2.9,21.5,40.5,53.9
Malurus melanocephalus,M,,3.0,21.4,41.8,45.7
Malurus melanocephalus,M,,2.8,21.4,41.9,58.6
Malurus melanocephalus,M,,3.0,20.5,40.5,54.9
Malurus melanocephalus,M,,3.1,21.8,41.7,50.9
Malurus melanocephalus,M,,3.0,20.2,39.1,49.8
Malurus melanocephalus,M,,2.7,21.9,39.8,46.2
Malurus melanocephalus,M,,3.1,21.1,41.4,50.6
Malurus melanocephalus,M,,3.2,22.4,40.4,50.1
Malurus melanocephalus,M,,3.2,21.8,39.5,51.3
Malurus melanocephalus,M,,3.1,21.9,40.8,63.1
Malurus melanocephalus,M,,2.8,22.9,41.8,49.7
Malurus melanocephalus,M,,2.9,22.8,43.2,51.7
Malurus melanocephalus,M,,3.0,21.5,43.0,54.9
Malurus melanocephalus,M,,2.9,21.6,43.4,58.0
Malurus melanocephalus,M,,2.8,21.7,41.8,51.7
Malurus melanocephalus,M,,2.7,21.4,38.8,61.7
Malurus melanocephalus,M,,3.2,22.3,40.5,63.5
Malurus melanocephalus,M,,3.0,21.6,42.1,62.2
Malurus melanocephalus,M,,3.0,21.7,39.6,55.9
Malurus melanocephalus,M,,3.0,22.7,40.7,45.8
Malurus melanocephalus,M,,2.8,21.3,41.8,50.3
Malurus melanocephalus,M,,2.9,19.9,41.9,66.4
Malurus melanocephalus,M,,2.9,22.3,39.7,59.4
Malurus melanocephalus,M,,3.1,21.6,41.1,53.3
Malurus melanocephalus,M,,3.0,21.5,40.5,55.5
Malurus melanocephalus,M,,3.0,22.3,40.5,50.7
Malurus melanocephalus,M,,2.9,22.0,40.2,52.8
Malurus melanocephalus,M,,2.9,20.9,41.0,61.7
Malurus melanocephalus,M,,2.8,20.7,42.4,55.6
Malurus melanocephalus,M,,2.9,21.7,39.3,46.7
Malurus melanocephalus,M,,2.9,22.0,41.2,57.2
Malurus melanocephalus,M,,2.9,22.2,40.5,45.5
Malurus melanocephalus,M,,2.9,21.1,40.5,62.3
Malurus melanocephalus,M,,3.0,21.1,41.7,63.7
Malurus melanocephalus,M,,3.2,21.3,43.0,56.9
Malurus melanocephalus,M,,3.1,21.3,42.3,55.1
Malurus melanocephalus,M,,3.1,22.0,41.0,49.7
Malurus melanocephalus,M,,3.0,22.2,40.9,58.1
Malurus melanocephalus,M,,2.8,22.2,39.3,47.1
Malurus melanocephalus,M,,3.0,22.3,42.8,48.1
Malurus melanocephalus,M,,3.1,22.1,39.6,49.4
Malurus melanocephalus,M,,3.0,22.8,39.9,59.8
